age,job,marital,education,balance,previous,deposit
41,management,married,tertiary,0,0,1
35,technician,single,secondary,354,0,1
48,blue-collar,married,primary,719,0,1
34,management,married,tertiary,828,0,1
47,blue-collar,married,secondary,2787,0,1
46,unemployed,married,secondary,2551,0,1
60,retired,married,secondary,2722,0,1
39,management,married,secondary,1880,0,1
57,blue-collar,married,primary,2112,0,1
36,unemployed,divorced,secondary,871,0,1
30,management,married,secondary,850,0,1
33,technician,married,secondary,3243,0,1
30,management,married,tertiary,1567,0,1
36,technician,single,secondary,12,0,1
49,blue-collar,married,primary,128,0,1
49,blue-collar,married,secondary,553,0,1
40,unemployed,divorced,secondary,1694,0,1
49,blue-collar,married,primary,408,0,1
38,management,married,tertiary,1223,0,1
31,management,single,tertiary,1858,0,1
34,management,married,tertiary,520,0,1
39,management,married,tertiary,271,0,1
40,management,married,secondary,4396,0,1
47,technician,married,secondary,568,0,1
37,technician,single,secondary,3665,0,1
44,technician,single,secondary,244,0,1
55,management,married,tertiary,568,0,1
40,technician,married,secondary,42,0,1
54,retired,married,primary,309,0,1
35,technician,married,secondary,-180,0,1
32,technician,single,tertiary,34646,0,1
36,management,divorced,tertiary,59,0,1
37,management,married,tertiary,4436,0,1
37,technician,single,secondary,-242,0,1
50,self-employed,married,secondary,10052,0,1
58,retired,married,tertiary,0,0,1
52,technician,divorced,secondary,152,0,1
31,management,married,tertiary,156,0,1
40,management,married,tertiary,66,0,1
34,management,single,tertiary,9827,0,1
53,services,married,secondary,6170,0,1
43,management,married,tertiary,2383,0,1
30,technician,single,tertiary,635,0,1
34,technician,single,secondary,16,0,1
48,admin.,divorced,secondary,362,0,1
33,management,married,tertiary,191,0,1
37,management,single,tertiary,455,0,1
57,technician,divorced,secondary,3043,0,1
55,retired,married,primary,3334,0,1
34,technician,married,tertiary,8029,0,1
44,entrepreneur,married,tertiary,624,0,1
35,management,single,tertiary,331,0,1
34,housemaid,married,primary,2929,0,1
49,services,married,secondary,1314,0,1
30,technician,married,secondary,289,0,1
32,management,single,tertiary,20,0,1
56,blue-collar,married,primary,8163,0,1
50,management,single,tertiary,1200,0,1
32,technician,single,secondary,1732,0,1
45,technician,single,tertiary,0,0,1
52,management,married,tertiary,576,0,1
60,blue-collar,married,primary,493,0,1
47,management,married,tertiary,682,0,1
32,technician,single,secondary,0,0,1
55,blue-collar,married,primary,3485,0,1
36,management,single,tertiary,2944,0,1
46,technician,married,secondary,1353,0,1
55,management,divorced,tertiary,0,0,1
30,management,single,tertiary,1541,0,1
54,blue-collar,married,secondary,548,0,1
31,management,divorced,tertiary,254,0,1
46,technician,single,tertiary,4414,0,1
61,management,married,secondary,985,0,1
58,retired,married,primary,1241,0,1
38,technician,single,secondary,3278,0,1
49,technician,married,secondary,412,0,1
43,management,single,tertiary,483,0,1
52,management,married,tertiary,7135,0,1
33,self-employed,single,tertiary,61,0,1
33,management,married,tertiary,1412,0,1
53,management,married,tertiary,15,0,1
40,admin.,single,tertiary,27,0,1
44,self-employed,married,tertiary,1196,0,1
42,technician,divorced,secondary,19,0,1
33,management,single,tertiary,432,0,1
53,technician,married,tertiary,988,0,1
60,admin.,married,tertiary,1614,0,1
33,technician,single,secondary,163,0,1
37,technician,married,tertiary,247,0,1
45,admin.,married,secondary,236,0,1
34,technician,single,secondary,666,0,1
56,technician,married,tertiary,73,0,1
57,technician,divorced,tertiary,96,0,1
32,management,single,tertiary,46,0,1
50,services,married,secondary,1501,0,1
30,services,single,tertiary,-477,0,1
56,admin.,married,secondary,1694,0,1
55,blue-collar,married,secondary,196,0,1
34,self-employed,single,tertiary,462,0,1
52,management,married,tertiary,1227,0,1
32,management,single,tertiary,522,0,1
31,self-employed,married,tertiary,94,0,1
44,technician,married,secondary,267,0,1
33,management,married,tertiary,4570,0,1
53,blue-collar,married,secondary,25,0,1
46,management,single,tertiary,0,0,1
46,entrepreneur,married,tertiary,1920,0,1
59,admin.,married,secondary,1575,0,1
51,unemployed,married,secondary,234,0,1
57,retired,married,primary,3518,0,1
43,technician,married,secondary,136,0,1
48,management,single,tertiary,830,0,1
33,housemaid,married,primary,2054,0,1
59,blue-collar,married,primary,-546,0,1
58,blue-collar,married,primary,5188,0,1
32,management,single,tertiary,1882,0,1
44,management,married,tertiary,792,0,1
47,blue-collar,married,unknown,162,0,1
34,technician,married,secondary,1035,0,1
51,retired,married,tertiary,746,0,1
60,unknown,married,unknown,17297,0,1
46,admin.,married,secondary,22,0,1
41,technician,married,tertiary,231,0,1
34,self-employed,single,secondary,296,0,1
31,technician,divorced,tertiary,0,0,1
37,management,married,tertiary,40,0,1
59,retired,married,secondary,2396,0,1
55,services,married,unknown,2944,0,1
33,management,single,tertiary,7084,0,1
30,technician,married,tertiary,569,0,1
36,management,married,tertiary,0,0,1
44,management,married,tertiary,1138,0,1
36,technician,divorced,secondary,54,0,1
33,management,single,tertiary,2637,0,1
36,technician,married,secondary,2473,0,1
53,blue-collar,married,primary,5603,0,1
47,admin.,divorced,secondary,225,0,1
39,management,married,tertiary,-17,0,1
35,technician,single,secondary,3490,0,1
32,management,single,tertiary,769,0,1
46,technician,divorced,secondary,-90,0,1
30,self-employed,married,tertiary,1785,0,1
36,self-employed,single,tertiary,-103,0,1
47,admin.,divorced,secondary,555,0,1
52,technician,married,secondary,5303,0,1
43,management,married,tertiary,1258,0,1
44,technician,single,secondary,1679,0,1
30,blue-collar,married,secondary,1664,0,1
32,admin.,married,secondary,8749,0,1
42,admin.,single,secondary,-247,1,1
33,services,married,secondary,3444,4,1
45,admin.,married,secondary,5346,0,1
45,blue-collar,married,secondary,1144,0,1
28,student,single,secondary,2351,0,1
32,technician,single,tertiary,5514,0,1
28,self-employed,married,secondary,123,0,1
44,admin.,divorced,primary,429,0,1
51,entrepreneur,married,tertiary,5254,0,1
56,technician,married,secondary,589,2,1
40,technician,divorced,tertiary,568,0,1
49,admin.,married,secondary,10250,0,1
50,management,single,tertiary,3537,0,1
58,admin.,divorced,secondary,1947,0,1
37,admin.,married,secondary,1967,0,1
27,entrepreneur,married,secondary,2329,0,1
47,management,divorced,tertiary,12026,0,1
39,admin.,married,secondary,1757,0,1
43,management,married,secondary,107,0,1
34,technician,married,secondary,1012,0,1
35,management,divorced,tertiary,0,0,1
58,management,divorced,tertiary,372,0,1
35,management,single,tertiary,7506,0,1
42,technician,divorced,secondary,314,0,1
43,retired,married,secondary,860,0,1
34,housemaid,married,secondary,0,0,1
35,blue-collar,single,secondary,3623,0,1
38,admin.,single,secondary,2470,0,1
39,blue-collar,married,secondary,1307,0,1
58,retired,divorced,tertiary,3237,0,1
60,management,married,tertiary,5041,0,1
56,technician,married,secondary,6619,0,1
31,management,married,tertiary,1331,0,1
37,services,married,secondary,1970,0,1
59,retired,divorced,secondary,1026,0,1
49,management,married,secondary,249,0,1
30,management,single,tertiary,12857,0,1
31,technician,single,tertiary,2807,0,1
40,blue-collar,married,secondary,5060,0,1
43,admin.,married,secondary,2271,0,1
48,management,married,tertiary,1,0,1
34,management,married,tertiary,676,0,1
28,self-employed,single,tertiary,160,0,1
34,admin.,married,tertiary,899,3,1
47,blue-collar,married,secondary,1230,0,1
59,housemaid,married,tertiary,0,0,1
32,blue-collar,single,tertiary,700,0,1
31,entrepreneur,single,secondary,0,0,1
27,student,single,secondary,67,0,1
35,unemployed,single,secondary,127,0,1
32,blue-collar,married,secondary,2089,0,1
57,blue-collar,married,unknown,3585,0,1
58,management,married,tertiary,4152,0,1
30,technician,single,secondary,816,0,1
37,management,married,secondary,5447,0,1
44,technician,divorced,secondary,275,0,1
57,blue-collar,married,secondary,1540,0,1
34,blue-collar,married,secondary,751,0,1
54,unemployed,single,secondary,380,0,1
55,retired,married,secondary,1504,0,1
59,management,married,tertiary,1783,0,1
53,retired,married,tertiary,2269,1,1
37,technician,married,secondary,5115,4,1
45,entrepreneur,married,secondary,781,2,1
49,technician,single,secondary,-188,0,1
31,blue-collar,single,tertiary,761,0,1
31,admin.,single,secondary,19,0,1
35,technician,married,secondary,4508,0,1
37,entrepreneur,divorced,tertiary,66,0,1
48,management,married,tertiary,2266,0,1
39,technician,single,secondary,4646,0,1
34,management,single,tertiary,1494,1,1
49,management,married,tertiary,1050,0,1
41,management,married,tertiary,0,0,1
46,management,married,secondary,0,0,1
54,management,divorced,tertiary,2171,0,1
38,technician,married,tertiary,3234,0,1
39,entrepreneur,married,secondary,11887,0,1
46,management,married,tertiary,0,3,1
58,management,divorced,tertiary,5037,0,1
32,self-employed,single,tertiary,386,0,1
30,admin.,married,secondary,8781,0,1
51,entrepreneur,married,primary,538,0,1
30,management,single,tertiary,5561,0,1
35,management,divorced,tertiary,859,0,1
30,services,single,primary,0,0,1
30,self-employed,single,secondary,-617,0,1
43,management,married,tertiary,1429,2,1
47,management,married,unknown,4189,0,1
51,retired,married,tertiary,580,0,1
32,services,single,secondary,2615,0,1
53,unemployed,divorced,secondary,587,0,1
33,technician,single,tertiary,149,1,1
40,blue-collar,single,secondary,3,0,1
42,blue-collar,married,primary,807,0,1
46,unemployed,divorced,secondary,3354,1,1
32,self-employed,single,tertiary,1249,0,1
38,blue-collar,married,primary,190,1,1
32,technician,single,tertiary,550,0,1
30,entrepreneur,married,secondary,12737,0,1
35,technician,married,secondary,0,0,1
36,admin.,married,secondary,1207,0,1
43,self-employed,divorced,secondary,347,0,1
42,management,married,tertiary,3713,0,1
40,management,married,tertiary,3352,1,1
32,blue-collar,married,secondary,254,0,1
32,technician,married,tertiary,4654,2,1
41,blue-collar,single,secondary,-386,0,1
34,blue-collar,single,secondary,3043,0,1
40,services,single,secondary,1547,0,1
32,services,single,tertiary,945,0,1
32,technician,single,secondary,6402,0,1
36,self-employed,single,secondary,1295,0,1
45,technician,married,secondary,6993,0,1
47,self-employed,married,secondary,4420,0,1
35,management,divorced,tertiary,141,0,1
36,services,married,secondary,11462,0,1
33,technician,married,tertiary,6843,10,1
30,blue-collar,married,secondary,501,1,1
32,services,single,secondary,5806,0,1
45,entrepreneur,married,tertiary,20138,0,1
47,services,married,secondary,1315,0,1
46,technician,married,tertiary,0,1,1
39,unemployed,single,tertiary,7,0,1
30,services,married,secondary,3929,0,1
45,self-employed,married,secondary,7,0,1
43,blue-collar,married,secondary,699,2,1
53,blue-collar,married,primary,421,0,1
43,technician,married,tertiary,4333,0,1
54,management,divorced,secondary,300,0,1
30,blue-collar,single,secondary,7773,0,1
30,admin.,married,secondary,1794,0,1
36,management,single,tertiary,2032,0,1
33,management,married,tertiary,3401,0,1
38,entrepreneur,married,tertiary,1110,2,1
37,technician,divorced,secondary,3068,1,1
32,services,married,secondary,983,1,1
59,technician,divorced,secondary,2396,0,1
59,retired,married,secondary,6888,0,1
46,admin.,divorced,secondary,2087,0,1
32,blue-collar,single,primary,121,0,1
52,entrepreneur,single,tertiary,3469,0,1
45,blue-collar,married,primary,5461,0,1
52,blue-collar,married,secondary,7119,0,1
31,blue-collar,married,tertiary,-35,0,1
31,unemployed,married,secondary,314,7,1
39,technician,single,secondary,18508,0,1
35,blue-collar,married,secondary,5639,0,1
33,services,married,secondary,2918,0,1
50,blue-collar,married,primary,12519,1,1
36,management,married,tertiary,4069,0,1
34,admin.,single,tertiary,4254,0,1
46,blue-collar,divorced,primary,219,0,1
47,technician,married,secondary,0,1,1
39,admin.,single,secondary,2263,0,1
31,self-employed,single,tertiary,2589,0,1
41,management,single,tertiary,1982,0,1
59,management,married,tertiary,7049,2,1
39,management,divorced,tertiary,1968,0,1
48,housemaid,married,primary,7195,0,1
50,admin.,married,secondary,4117,0,1
31,admin.,single,secondary,3950,0,1
30,services,single,secondary,495,0,1
31,management,married,secondary,8629,2,1
30,technician,married,secondary,455,0,1
34,blue-collar,single,secondary,4536,0,1
53,blue-collar,married,secondary,1777,1,1
34,blue-collar,married,primary,3527,0,1
57,management,married,tertiary,372,0,1
41,services,single,secondary,92,0,1
40,admin.,married,primary,72,0,1
37,admin.,divorced,secondary,1533,0,1
31,management,married,tertiary,4148,9,1
58,management,married,tertiary,96,0,1
39,unemployed,married,secondary,2245,0,1
47,technician,married,secondary,834,2,1
44,management,married,tertiary,4119,0,1
45,technician,married,tertiary,-525,0,1
41,entrepreneur,married,primary,39,0,1
33,technician,single,tertiary,0,0,1
30,student,single,tertiary,2766,0,1
30,student,single,tertiary,3300,0,1
42,management,married,tertiary,36,0,1
49,management,married,tertiary,22520,0,1
59,unemployed,single,primary,7724,0,1
31,unknown,married,secondary,111,2,1
43,management,married,tertiary,2640,0,1
38,management,married,tertiary,3436,0,1
30,services,married,secondary,0,0,1
35,admin.,divorced,secondary,3636,0,1
43,technician,married,secondary,3288,0,1
34,management,single,tertiary,2633,0,1
52,blue-collar,married,secondary,580,0,1
46,management,married,secondary,149,0,1
46,services,divorced,secondary,4329,0,1
37,admin.,single,secondary,1097,0,1
42,management,married,tertiary,1275,0,1
23,unemployed,single,primary,1003,0,1
53,management,divorced,secondary,1004,0,1
26,unemployed,single,tertiary,814,0,1
49,technician,married,secondary,808,0,1
34,unknown,single,secondary,859,0,1
28,unknown,single,secondary,4465,0,1
46,technician,divorced,tertiary,0,0,1
26,unemployed,single,secondary,622,0,1
31,services,single,secondary,1709,0,1
51,admin.,single,tertiary,394,0,1
47,blue-collar,married,secondary,1125,0,1
53,blue-collar,married,primary,-462,0,1
29,unemployed,single,primary,550,0,1
32,technician,single,secondary,540,0,1
26,blue-collar,single,primary,941,0,1
40,management,single,tertiary,1361,0,1
33,services,single,tertiary,-452,0,1
49,unemployed,married,primary,518,0,1
60,technician,married,tertiary,-71,0,1
41,management,single,secondary,3234,0,1
36,technician,single,secondary,98,0,1
29,services,single,unknown,196,0,1
42,admin.,divorced,secondary,936,0,1
33,entrepreneur,single,tertiary,300,0,1
31,admin.,divorced,secondary,217,0,1
31,unemployed,single,primary,163,1,1
26,services,single,secondary,110,0,1
40,technician,single,tertiary,1646,2,1
45,unemployed,married,secondary,2040,0,1
55,technician,married,secondary,-308,0,1
29,technician,single,tertiary,2325,0,1
47,management,single,tertiary,86,0,1
50,unemployed,divorced,unknown,1088,0,1
44,unemployed,married,secondary,0,1,1
56,unemployed,married,secondary,0,0,1
39,student,single,tertiary,2103,0,1
59,retired,single,secondary,2,0,1
43,management,divorced,secondary,51,0,1
36,admin.,married,secondary,96,0,1
29,admin.,single,secondary,1027,0,1
38,management,married,tertiary,1308,0,1
41,services,divorced,secondary,840,0,1
58,management,divorced,tertiary,5701,0,1
61,management,married,tertiary,6016,0,1
36,management,married,tertiary,630,0,1
30,self-employed,single,tertiary,432,0,1
43,admin.,single,secondary,-247,4,1
39,services,married,secondary,52,0,1
48,blue-collar,single,primary,623,0,1
26,student,single,secondary,0,0,1
51,technician,married,secondary,100,0,1
37,management,married,tertiary,4089,4,1
29,technician,single,tertiary,1669,0,1
57,admin.,married,secondary,169,0,1
25,admin.,single,secondary,483,0,1
68,retired,divorced,primary,250,0,1
34,management,married,tertiary,0,0,1
38,technician,divorced,secondary,902,0,1
54,technician,divorced,secondary,2156,4,1
32,management,single,tertiary,2360,5,1
41,blue-collar,married,primary,201,0,1
48,technician,single,secondary,-92,0,1
59,retired,divorced,secondary,514,0,1
39,unemployed,single,secondary,-114,0,1
31,management,married,tertiary,1331,1,1
