outcome,purpose_,dti,borrower_score,payment_inc_ratio
1,debt_consolidation,24.45,0.5,9.82954
0,debt_consolidation,21.8,0.6,5.44637
0,debt_consolidation,17.44,0.6,1.04788
1,small_business,20.94,0.55,15.4423
1,debt_consolidation,18.69,0.2,12.4349
1,debt_consolidation,34.72,0.55,14.2293
1,other,19.94,0.3,6.9192
0,credit_card,14.48,0.5,6.12808
0,credit_card,10.81,0.45,9.07906
0,debt_consolidation,8.75,0.4,7.50987
0,debt_consolidation,4.61,0.6,1.17902
0,credit_card,24.74,0.7,4.98138
1,debt_consolidation,29.6,0.35,16.8282
1,debt_consolidation,27.13,0.4,6.27091
1,home_improvement,7.62,0.65,7.36884
0,debt_consolidation,18.93,0.45,10.0635
0,credit_card,9.86,0.45,12.9553
1,credit_card,17.0,0.35,12.094
1,debt_consolidation,11.75,0.55,11.434
1,debt_consolidation,34.77,0.45,14.7033
1,debt_consolidation,17.18,0.6,17.5642
0,debt_consolidation,11.6,0.6,13.499
0,debt_consolidation,25.07,0.45,3.83623
0,other,5.29,0.6,8.72175
1,debt_consolidation,9.43,0.35,1.25409
0,other,21.83,0.3,1.77854
0,small_business,17.0,0.45,10.418
1,home_improvement,13.52,0.55,3.19167
1,debt_consolidation,21.45,0.5,10.4759
0,debt_consolidation,12.59,0.55,11.0751
0,debt_consolidation,25.77,0.5,3.54254
1,small_business,10.29,0.6,16.9973
0,credit_card,15.61,0.55,7.43773
0,debt_consolidation,5.06,0.55,7.20157
1,other,20.1,0.6,13.2853
1,debt_consolidation,9.52,0.45,4.528
1,credit_card,33.47,0.4,10.4953
0,debt_consolidation,15.86,0.65,12.5428
1,debt_consolidation,8.66,0.55,3.2052
1,credit_card,14.9,0.35,14.3209
1,debt_consolidation,15.07,0.65,4.37526
1,other,30.04,0.45,5.22671
1,debt_consolidation,19.78,0.55,3.401
1,debt_consolidation,23.18,0.65,8.43566
1,debt_consolidation,32.47,0.5,11.5128
1,other,20.75,0.55,1.36897
1,debt_consolidation,19.69,0.4,4.04964
1,debt_consolidation,15.38,0.35,14.553
0,debt_consolidation,33.92,0.35,10.332
1,credit_card,10.75,0.6,6.3034
0,debt_consolidation,16.83,0.4,10.6599
0,debt_consolidation,6.05,0.65,6.70482
0,debt_consolidation,23.73,0.25,12.7037
0,credit_card,10.12,0.5,14.6077
0,other,7.81,0.45,1.46366
0,debt_consolidation,12.44,0.45,14.287
1,debt_consolidation,16.55,0.3,10.6227
0,credit_card,4.69,0.6,6.352
1,other,11.22,0.15,10.8063
1,debt_consolidation,12.68,0.45,8.57889
1,credit_card,25.95,0.5,16.0671
0,credit_card,12.17,0.65,2.73582
1,debt_consolidation,26.81,0.55,4.62567
0,credit_card,6.78,0.75,10.7465
1,debt_consolidation,10.25,0.4,10.7432
0,debt_consolidation,19.32,0.45,6.38367
0,credit_card,7.15,0.5,7.18256
1,debt_consolidation,21.88,0.2,5.82776
0,debt_consolidation,12.69,0.5,2.2692
1,credit_card,29.31,0.35,8.49608
1,debt_consolidation,32.34,0.25,13.7677
0,debt_consolidation,8.3,0.55,7.01267
1,debt_consolidation,30.0,0.5,19.1779
1,credit_card,26.02,0.5,18.1093
0,credit_card,8.42,0.5,4.12877
1,debt_consolidation,8.88,0.55,7.0226
1,debt_consolidation,16.05,0.45,12.0036
0,debt_consolidation,14.76,0.65,7.22875
0,other,20.8,0.45,11.678
0,debt_consolidation,3.71,0.7,1.58874
0,debt_consolidation,11.04,0.35,6.5458
0,debt_consolidation,33.07,0.55,13.4578
1,debt_consolidation,26.46,0.45,12.7368
0,credit_card,20.37,0.4,11.5534
1,home_improvement,12.89,0.6,6.336
0,debt_consolidation,19.68,0.45,8.28686
0,credit_card,24.52,0.4,17.6502
1,debt_consolidation,17.24,0.6,7.659
1,other,20.86,0.4,10.5486
0,debt_consolidation,20.58,0.55,12.296
0,small_business,16.16,0.6,7.9036
0,credit_card,6.58,0.65,2.18061
1,debt_consolidation,20.54,0.5,7.79721
1,debt_consolidation,17.47,0.65,10.2353
1,debt_consolidation,20.03,0.35,11.1109
0,credit_card,12.12,0.6,4.00589
0,other,16.56,0.55,9.85925
0,debt_consolidation,8.34,0.55,2.20845
1,debt_consolidation,2.71,0.55,3.83003
1,debt_consolidation,13.04,0.5,3.38452
1,debt_consolidation,11.13,0.35,5.45785
1,other,16.17,0.55,5.19772
1,debt_consolidation,23.66,0.45,16.1581
1,debt_consolidation,6.65,0.5,15.1832
0,debt_consolidation,19.12,0.75,10.1327
0,credit_card,12.98,0.7,5.1324
0,debt_consolidation,24.06,0.4,3.54345
1,other,24.81,0.25,1.2504
0,debt_consolidation,5.38,0.5,5.27029
0,other,11.91,0.35,2.09412
0,debt_consolidation,16.54,0.6,8.04629
0,debt_consolidation,9.15,0.6,5.63111
0,other,8.67,0.65,3.58071
1,debt_consolidation,11.58,0.45,9.88038
1,other,8.62,0.3,3.9156
0,debt_consolidation,11.39,0.45,12.7265
0,debt_consolidation,17.18,0.65,8.27966
0,debt_consolidation,9.78,0.7,9.89467
1,debt_consolidation,7.37,0.55,8.99928
0,debt_consolidation,16.6,0.65,4.6716
0,debt_consolidation,15.04,0.25,0.406459
1,major_purchase,13.28,0.45,7.65453
1,small_business,2.5,0.6,7.30943
1,debt_consolidation,14.32,0.6,4.31232
1,debt_consolidation,26.91,0.6,1.82746
0,debt_consolidation,12.58,0.65,3.9367
1,debt_consolidation,12.91,0.5,4.24053
1,debt_consolidation,11.88,0.5,8.7672
1,debt_consolidation,23.15,0.45,6.13865
1,credit_card,21.47,0.25,13.1147
1,major_purchase,2.95,0.5,2.83622
0,debt_consolidation,10.15,0.7,13.7425
1,debt_consolidation,18.64,0.4,12.3532
0,home_improvement,2.8,0.4,3.26374
0,debt_consolidation,32.74,0.25,9.46235
0,other,1.0,0.6,4.02133
0,credit_card,21.67,0.4,9.44944
0,debt_consolidation,24.39,0.75,13.2126
1,debt_consolidation,21.24,0.5,9.92313
1,debt_consolidation,20.88,0.5,8.0988
1,small_business,24.95,0.6,14.3582
0,debt_consolidation,27.11,0.5,11.3151
1,credit_card,21.37,0.45,8.26055
0,debt_consolidation,21.93,0.55,13.483
1,debt_consolidation,32.26,0.35,5.47552
0,debt_consolidation,12.44,0.4,8.82578
0,home_improvement,18.78,0.45,11.5595
1,debt_consolidation,1.55,0.55,6.78097
1,credit_card,6.0,0.3,14.0235
0,debt_consolidation,22.27,0.6,4.65566
0,debt_consolidation,15.3,0.6,9.54333
0,debt_consolidation,18.64,0.55,5.28011
0,debt_consolidation,16.95,0.55,7.66463
1,debt_consolidation,27.37,0.35,12.4835
1,other,0.6,0.75,16.2265
1,other,17.58,0.45,8.52626
0,debt_consolidation,9.93,0.35,3.60384
0,debt_consolidation,12.88,0.6,5.98304
1,debt_consolidation,15.46,0.45,11.0826
0,credit_card,13.76,0.4,18.4451
1,home_improvement,22.22,0.2,6.19062
0,debt_consolidation,29.28,0.6,7.1216
0,debt_consolidation,19.0,0.5,11.961
0,debt_consolidation,23.16,0.35,12.9151
1,other,14.47,0.55,3.97956
1,debt_consolidation,16.92,0.6,1.7436
1,home_improvement,3.88,0.2,1.89043
0,debt_consolidation,9.6,0.8,13.3042
1,debt_consolidation,20.22,0.55,5.01021
0,home_improvement,10.33,0.8,15.9378
0,other,1.81,0.5,5.09981
0,credit_card,16.95,0.6,5.80815
0,debt_consolidation,4.61,0.65,8.55566
1,other,22.63,0.55,7.37548
1,other,23.43,0.35,10.6389
1,debt_consolidation,30.05,0.4,8.62512
0,other,16.63,0.6,1.20393
0,major_purchase,7.55,0.7,2.41976
0,debt_consolidation,6.79,0.85,5.15619
0,other,18.51,0.5,9.45333
1,home_improvement,10.07,0.4,22.2
0,home_improvement,21.01,0.5,1.64304
0,debt_consolidation,14.81,0.6,8.0856
0,debt_consolidation,16.75,0.6,5.62217
0,debt_consolidation,14.12,0.7,6.94365
0,other,12.98,0.65,7.104
0,credit_card,33.95,0.4,7.25359
0,debt_consolidation,30.59,0.6,7.97406
0,debt_consolidation,8.42,0.7,3.73937
1,other,4.1,0.75,18.891
0,debt_consolidation,13.28,0.55,6.53168
1,debt_consolidation,18.57,0.4,15.0276
1,credit_card,28.72,0.25,8.9994
1,debt_consolidation,13.13,0.35,16.6212
0,credit_card,21.05,0.35,12.1855
1,debt_consolidation,10.53,0.45,9.8769
1,debt_consolidation,27.89,0.35,8.769
0,credit_card,7.53,0.55,5.42189
0,credit_card,14.47,0.4,14.1607
0,credit_card,23.63,0.55,8.94436
0,debt_consolidation,5.09,0.7,6.9416
1,debt_consolidation,12.23,0.45,15.3065
1,small_business,18.47,0.5,7.17932
1,debt_consolidation,12.28,0.55,2.49075
1,credit_card,30.85,0.45,7.91653
1,debt_consolidation,28.42,0.45,8.87244
0,debt_consolidation,10.85,0.7,5.15253
0,debt_consolidation,7.81,0.75,5.17613
1,debt_consolidation,19.67,0.5,6.00775
1,home_improvement,7.4,0.55,14.249
1,debt_consolidation,22.04,0.3,5.80585
0,debt_consolidation,10.24,0.55,10.1216
0,debt_consolidation,10.48,0.55,3.60932
1,credit_card,20.24,0.4,6.0316
0,debt_consolidation,15.87,0.6,7.95
0,home_improvement,10.97,0.7,7.41629
0,debt_consolidation,14.9,0.65,7.90875
1,home_improvement,27.72,0.25,4.24841
1,debt_consolidation,7.99,0.55,4.15386
0,credit_card,10.56,0.55,3.93664
0,debt_consolidation,19.68,0.45,3.2586
0,debt_consolidation,4.58,0.6,1.92577
0,major_purchase,12.47,0.6,4.80568
0,credit_card,15.1,0.65,4.763
1,debt_consolidation,22.83,0.5,5.18718
1,debt_consolidation,9.0,0.45,9.47323
1,debt_consolidation,9.08,0.45,1.98467
1,debt_consolidation,20.44,0.4,14.726
1,debt_consolidation,20.21,0.4,7.58385
1,major_purchase,9.62,0.5,2.00496
1,home_improvement,4.1,0.65,4.20148
0,credit_card,24.65,0.45,14.736
1,debt_consolidation,5.47,0.45,1.914
0,small_business,20.66,0.4,5.1216
1,credit_card,26.44,0.45,6.72424
1,debt_consolidation,24.0,0.4,11.0907
1,debt_consolidation,15.71,0.35,4.57724
0,credit_card,29.73,0.55,13.7585
0,debt_consolidation,26.01,0.3,12.3235
1,other,28.63,0.5,3.97689
1,credit_card,16.37,0.7,5.22306
0,other,16.8,0.6,2.596
0,debt_consolidation,17.83,0.5,8.47354
1,home_improvement,7.32,0.25,3.09206
1,debt_consolidation,7.23,0.7,4.5328
0,home_improvement,18.94,0.6,5.25863
0,major_purchase,7.85,0.4,1.49883
1,debt_consolidation,21.47,0.3,10.6693
1,credit_card,12.4,0.55,9.325
0,credit_card,7.47,0.75,2.3108
0,major_purchase,0.41,0.9,4.42848
1,major_purchase,2.56,0.6,6.03733
0,debt_consolidation,13.29,0.8,3.53544
1,debt_consolidation,7.92,0.45,9.76776
0,major_purchase,3.33,0.7,10.8796
0,home_improvement,8.62,0.45,1.65849
0,debt_consolidation,4.05,0.65,4.37059
1,debt_consolidation,28.6,0.3,11.4092
0,debt_consolidation,12.42,0.45,15.7816
0,credit_card,11.84,0.55,7.08127
0,home_improvement,5.65,0.7,2.38745
1,debt_consolidation,17.3,0.4,8.38632
0,debt_consolidation,26.49,0.35,11.0289
1,debt_consolidation,12.64,0.55,10.0394
1,debt_consolidation,18.11,0.45,6.49535
1,credit_card,13.11,0.55,8.70178
0,debt_consolidation,15.92,0.5,13.6242
0,credit_card,21.37,0.4,4.63144
0,home_improvement,5.78,0.65,6.70824
0,credit_card,17.04,0.35,5.82555
1,debt_consolidation,4.52,0.45,5.27831
0,credit_card,16.29,0.55,7.7397
0,debt_consolidation,22.79,0.5,6.82667
0,home_improvement,21.99,0.55,15.7344
0,other,10.63,0.6,10.1166
0,credit_card,11.16,0.4,5.8448
1,home_improvement,17.63,0.65,7.46861
1,credit_card,20.4,0.55,9.88656
1,debt_consolidation,29.13,0.35,14.9984
0,debt_consolidation,15.44,0.45,7.91681
0,debt_consolidation,13.07,0.65,5.91946
1,debt_consolidation,32.48,0.4,15.2902
1,other,7.33,0.5,1.67437
1,debt_consolidation,21.15,0.55,12.9747
1,debt_consolidation,15.43,0.4,14.0275
0,debt_consolidation,22.85,0.55,9.10096
1,debt_consolidation,19.27,0.65,13.1626
1,debt_consolidation,32.61,0.3,13.8004
0,debt_consolidation,19.28,0.7,4.51467
0,credit_card,15.98,0.4,8.98364
0,credit_card,15.72,0.65,4.64925
1,other,10.7,0.5,14.768
1,credit_card,6.42,0.5,2.70799
0,home_improvement,8.58,0.55,6.46424
0,debt_consolidation,10.68,0.65,5.98301
0,debt_consolidation,12.19,0.5,9.63512
0,debt_consolidation,17.22,0.65,4.42927
1,major_purchase,3.12,0.85,9.9444
1,credit_card,8.38,0.45,8.6006
0,debt_consolidation,23.99,0.25,5.66115
0,debt_consolidation,17.53,0.45,1.90223
1,debt_consolidation,14.99,0.45,8.92557
0,debt_consolidation,10.75,0.8,8.18383
0,other,19.13,0.4,2.25408
1,debt_consolidation,2.7,0.6,12.0844
1,debt_consolidation,13.97,0.45,10.7659
1,debt_consolidation,21.83,0.35,7.3114
1,debt_consolidation,13.4,0.3,16.4221
1,debt_consolidation,9.09,0.5,7.18877
0,debt_consolidation,12.0,0.6,5.86215
1,other,12.03,0.6,7.67394
1,other,9.52,0.45,8.016
0,debt_consolidation,23.81,0.35,13.1221
0,debt_consolidation,9.68,0.45,3.65973
0,credit_card,22.2,0.5,11.2646
1,debt_consolidation,18.57,0.25,9.82933
0,debt_consolidation,7.34,0.7,7.95337
0,credit_card,19.44,0.4,12.5346
1,other,21.26,0.3,2.69535
0,debt_consolidation,7.98,0.7,7.34388
0,credit_card,21.31,0.5,8.76
1,debt_consolidation,21.02,0.4,4.8532
0,debt_consolidation,22.13,0.5,9.95498
1,other,29.91,0.45,11.9541
1,debt_consolidation,15.13,0.5,6.30831
0,debt_consolidation,4.14,0.6,3.7131
0,major_purchase,2.86,0.4,10.3849
0,debt_consolidation,19.82,0.35,15.0695
0,credit_card,21.62,0.55,10.2321
1,debt_consolidation,17.1,0.4,2.1182
1,small_business,20.03,0.55,3.369
0,credit_card,14.89,0.35,5.32947
1,debt_consolidation,11.63,0.65,10.5641
0,credit_card,23.36,0.55,6.65111
0,debt_consolidation,16.76,0.6,6.80215
1,debt_consolidation,20.6,0.5,13.8557
1,debt_consolidation,33.58,0.35,7.5422
0,other,20.79,0.35,5.79635
1,debt_consolidation,15.45,0.65,16.5568
0,debt_consolidation,22.43,0.55,12.2154
0,debt_consolidation,21.15,0.7,3.32267
1,debt_consolidation,33.5,0.3,7.9528
1,debt_consolidation,13.63,0.5,5.30429
1,debt_consolidation,8.4,0.45,18.2982
0,other,25.03,0.65,0.814473
1,debt_consolidation,23.39,0.2,11.5952
0,debt_consolidation,14.53,0.55,12.7602
1,credit_card,17.54,0.45,7.06158
1,debt_consolidation,23.04,0.45,2.9472
1,other,5.36,0.45,7.62113
0,debt_consolidation,10.54,0.7,5.508
0,debt_consolidation,7.3,0.35,3.16781
0,home_improvement,13.71,0.85,7.11997
0,credit_card,26.64,0.55,11.7925
1,credit_card,21.72,0.6,4.72149
0,credit_card,22.74,0.35,4.87385
0,debt_consolidation,18.38,0.5,17.1985
0,debt_consolidation,5.16,0.65,8.76635
1,debt_consolidation,14.43,0.55,14.5162
0,debt_consolidation,28.68,0.25,10.7068
1,small_business,24.81,0.65,12.6788
1,debt_consolidation,18.85,0.4,12.2056
1,other,5.15,0.7,8.22557
1,other,14.95,0.5,1.0181
0,major_purchase,15.34,0.5,5.435
0,major_purchase,13.98,0.45,9.3926
0,credit_card,3.54,0.7,3.42945
1,credit_card,7.04,0.6,10.1409
1,other,14.82,0.4,15.0909
0,debt_consolidation,12.58,0.55,14.2119
1,debt_consolidation,27.85,0.25,12.8347
1,other,18.88,0.3,2.96932
0,debt_consolidation,7.25,0.5,4.67091
1,debt_consolidation,18.31,0.5,11.7044
1,debt_consolidation,7.34,0.5,9.5528
0,credit_card,14.58,0.65,4.55319
1,debt_consolidation,26.38,0.45,3.5098
1,debt_consolidation,11.27,0.6,12.0032
1,credit_card,22.46,0.35,12.5342
0,debt_consolidation,19.1,0.4,8.17149
1,debt_consolidation,10.6,0.4,0.948127
1,debt_consolidation,20.22,0.5,11.4788
1,debt_consolidation,26.36,0.6,11.5407
1,debt_consolidation,33.74,0.3,10.8898
1,debt_consolidation,15.34,0.4,9.09024
0,debt_consolidation,13.3,0.5,18.3662
0,other,6.09,0.6,1.80421
1,debt_consolidation,16.13,0.2,15.4218
1,debt_consolidation,18.39,0.45,8.92335
1,credit_card,26.67,0.4,12.8819
